Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
4/12/2015,1,F,U,B,M,34,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
4/6/2015,1,F,Y,W,M,23,NA,NA,6,W;W;A;W;W;W,M;M;F;M;M;F,Indianapolis Metro Police Department,NA,Indianapolis,
3/22/2015,2,N;N,N;N,B;B,M;M,24;19,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,N;N(Misc Weapon)
3/11/2015,1,N,Y,B,M,17,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS
2/21/2015,1,U,N,W,M,51,NA,NA,2,B;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,Knife
1/15/2015,1,F,Y,B,M,27,NA,NA,1,B,M,Indianapolis Metro Police Department,NA,Indianapolis,
1/10/2015,1,N,Y,B,M,32,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
1/2/2015,1,N,N,B,M,27,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS; miscellaneous weapon
12/13/2014,1,N,N,B,M,42,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
11/24/2014,1,N,N,W,M,37,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
11/10/2014,1,N,N,L,M,25,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS; miscellaneous weapon
10/29/2014,1,N,Y,B,M,29,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS
10/18/2014,1,F,Y,B,M,22,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
8/10/2014,1,U,Y,B,M,23,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
7/15/2014,1,N,Y,B,F,20,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
7/5/2014,1,N,Y,B,M,26,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
6/14/2014,1,N,Y,B,M,23,NA,NA,1,B,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS
5/30/2014,1,F,Y,B,M,37,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
5/17/2014,1,N,N,W,M,23,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS; miscellaneous weapon
5/2/2014,1,N,Y,B,M,28,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
4/29/2014,1,N,U,B,M,25,NA,NA,1,W,Male,Indianapolis Metro Police Department,NA,Indianapolis,No info -- Covert operation 
3/5/2014,1,F,Y,W,M,29,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
2/11/2014,1,N,Y,W,M,46,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
1/21/2014,1,F,Y,W,M,56,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
1/10/2014,1,N,U,B,M,20,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS
1/1/2014,2,N;N,U;U,W;W,M;M,21;19,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
11/9/2013,1,N,U,B,M,32,NA,NA,3,W;W;B,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
10/30/2013,1,F,U,B,M,U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
9/24/2013,1,N,U,B,M,22,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
9/20/2013,1,F,U,B,M,24,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
8/9/2013,1,F,U,W,M,21,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
6/30/2013,1,N,U,W,M,18,NA,NA,4,W;W;W;W,M;M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
4/28/2013,2,N;U,U;U,B;U,M;U,23;U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
4/2/2013,1,F,U,B,M,24,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
12/16/2012,1,N,U,W,M,34,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
12/10/2012,1,F,U,B,M,U,NA,NA,2,B;B,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
10/7/2012,1,U,U,B,M,29,NA,NA,1,W,F,Indianapolis Metro Police Department,NA,Indianapolis,
8/27/2012,1,F,U,B,M,34,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
8/12/2012,1,N,U,W,M,25,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
7/28/2012,1,F,U,W,M,28,NA,NA,6,W;W;W;W;W;W,M;M;M;M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
12/12/2011,1,F,U,B,M,23,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
11/17/2011,1,N,U,B,M,23,NA,NA,1,B,M,Indianapolis Metro Police Department,NA,Indianapolis,
11/5/2011,1,F,U,B,M,30,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
10/12/2011,1,N,U,B,M,27,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
9/26/2011,1,N,U,B,M,18,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
9/9/2011,1,N,U,B,M,25,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,
1/30/2011,1,N,U,W,F,31,NA,NA,1,W,F,Indianapolis Metro Police Department,NA,Indianapolis,
6/12/2010,1,N,U,W,M,59,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
4/23/2010,1,F,U,W,M,29,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,
3/16/2010,1,F,U,B,M,35,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
2/15/2010,1,F,U,W,M,24,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,
