Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,Notes
11/20/2013,1,N,NA,B,M,16,NA,NA,1,B,F,DeKalb County Police Department,NA,DekalbCounty,
1/10/2014,1,N,NA,B,M,24,NA,NA,1,B,F,DeKalb County Police Department,NA,DekalbCounty,NO HITS
2/6/2014,1,N,NA,B,M,19,NA,NA,3,B;B;B,F;M;M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
3/3/2014,1,N,NA,B,M,40,NA,NA,2,B;B,M;M,DeKalb County Police Department,NA,DekalbCounty,
3/20/2014,1,U,NA,B,M,U,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
4/6/2014,1,N,NA,B,M,18,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
6/16/2014,1,N,NA,B,M,18,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
6/20/2014,1,F,NA,B,M,51,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
9/30/2014,2,N,NA,B;U,M;U,29,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
10/2/2014,1,F,NA,B,M,19,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
10/9/2014,1,F,NA,B,M,39,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
12/12/2014,2,N,NA,B;U,M;U,37;U,NA,NA,3,B;B;L,M;M;M,DeKalb County Police Department,NA,DekalbCounty,
12/21/2014,1,F,NA,O,M,20,NA,NA,2,W;W,M;M,DeKalb County Police Department,NA,DekalbCounty,
12/29/2014,1,F,NA,B,M,44,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
3/9/2015,1,F,NA,B,M,27,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,
4/6/2015,1,N,NA,B,M,28,NA,NA,2,B;W,M;M,DeKalb County Police Department,NA,DekalbCounty,
7/8/2015,1,N,NA,B,M,U,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
7/12/2015,1,F,NA,B,M,24,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,
9/18/2015,1,N,NA,B,M,21,NA,NA,2,B;B,M;M,DeKalb County Police Department,NA,DekalbCounty,NO HTIS
9/27/2015,1,N,NA,B,M,26,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,
4/27/2016,1,F,NA,A,M,34,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,
5/2/2016,1,N,NA,B,M,24,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
9/1/2016,1,N,NA,B,M,26,NA,NA,1,B,F,DeKalb County Police Department,NA,DekalbCounty,NO HITS
12/4/2016,1,N,NA,B,M,54,NA,NA,1,B,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
9/27/2015,1,U,NA,U,U,U,NA,NA,NA,,U,DeKalb County Police Department,NA,DekalbCounty,
4/27/2016,1,U,NA,U,U,U,NA,NA,NA,,U,DeKalb County Police Department,NA,DekalbCounty,
2/5/2016,1,U,NA,U,U,U,NA,NA,NA,,U,DeKalb County Police Department,NA,DekalbCounty,
1/9/2016,1,U,NA,U,U,U,NA,NA,NA,,U,DeKalb County Police Department,NA,DekalbCounty,
4/12/2016,1,U,NA,U,U,U,NA,NA,NA,,U,DeKalb County Police Department,NA,DekalbCounty,
