Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
2015-03,1,N,Y,B,M,14,Party,>/=1,1,B,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a 911 call for service on N. Tryon in reference to a large teen party taking place. The caller advised that several Ms at the party were attempting to hide guns in their clothing. Once officers arrived on scene, the teens began to disperse from the location. A short time later, 911 received a call stating that shots were being fired on N. Tryon Street. Patrol officers responded to the scene in an attempt to locate the source of the shots and to disperse the crowd. Upon their arrival, officers observed an individual with a firearm in his possession. officers ordered the M to drop the weapon but he refused their commands. An officer then discharged his service weapon, striking the M.",CharlotteMecklenburg,
2015-02,1,F,N,B,F,20,Domestic violence,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a domestic violence call for service involving two Fs. When officers arrived on scene they were met outside the apartment by the 911 caller. The caller stated that she and another F were involved in an argument. officers went inside the apartment to speak with the F who was armed with a knife. After being ordered several times to drop the knife, the F refused their commands and lunged at the officers. One of the officers discharged his service weapon, striking the F.",CharlotteMecklenburg,Knife
2015-01,1,N,N,B,M,27,Assault,>/=1,1,A/PI,M,Charlotte-Mecklenburg Police Department,"While working ofFi-duty inside a restaurant, the officer was alerted by an employee that a subject was being assaulted by several Ms at the bar area of the restaurant. The officer observed an assault between several Ms and the victim and ordered them to stop. The officer then deployed his Taser on one of the Ms who was actively assaulting the victim. At this time, a separate M who was an associate with the subjects involved in the assault, grabbed the officer from behind in a choke hold. After being unable to firee himself from the choke hold, the officer discharged his service weapon at the M who continued choking.",CharlotteMecklenburg,Off-duty
2014-12,1,N,Y,B,M,UNKNOWN,Warrants,>1,2,W; A/PI,M; M,Charlotte-Mecklenburg Police Department,"officers were attempting to serve a warrant on a M subject that was known to be armed. During the course of serving the warrant, the individual came out of the residence and fired several shots at officers. officer 1 and officer 2 both returned fire, striking the individual. The individual attempted to flee on foot and was located a short distance away without further incident.",CharlotteMecklenburg,
2014-10,1,N,Y,B,M,UNKNOWN,Shots fired,>/=1,11,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a shots fired call for service. The 911 caller indiciated the occupants of the vehicle were riding up and down the street shooting from the vehicle. The caller provided a detailed description of the vehicle and occupants. officers arrived on scene and located a vehicle matching the description. They conducted a trafFic stop at on Beatties Ford Road. As officers approached the vehicle, the passenger exited the vehicle armed with a shotgun. An officer fired his service weapon at the individual who fled the scene on foot.",CharlotteMecklenburg,. No hit
2014-09,1,N,Y,B,M,31,Shots fired,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a shots fired call for service. An officer was working ofFi-duty nearby when he heard gunshots and responded to the scene. Upon arrival, the officer observed two individuals shooting weapons and gave them verbal commands to drop their weapons. The individuals took ofFi running into the apartment complex. During the foot pursuit, one of the individuals pointed a weapon at the officer. After a short foot chase, the individuals stopped and pointed their weapons at the officer who fired his service weapon, striking one of the individuals.",CharlotteMecklenburg,
2014-06,1,N,Y,B,M,21,Armed person,>/=1,1,H,M,Charlotte-Mecklenburg Police Department,"officers responded to an armed person call for service. Upon arrival, officers arrived approached the individual and asked him to remove his hand out of his pocket. He was asked repeatedly. The individual refused and then fled on foot. officers pursued the individual and while fleeing, the individual fired several shots at an officer. The officer returned fire but never struck the individual.",CharlotteMecklenburg,No hits. No hit
2014-06,1,F,Y,B,M,21,Warrants,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers served criminal warrants on an individual at a local motel. officers attempted to convince the individual to surrender, but he refused and presented a handgun at officers. One of the officers fired his service weapon at the individual, striking him.",CharlotteMecklenburg,
2014-03,1,N,Y,B,M,26,Investigation; robbery,>/=1,1,B,M,Charlotte-Mecklenburg Police Department,"officers were conducting an investigation on Jordan's Pond Lane. During the pre-arranged investigation the individual robbed an officer. The individual then jumped into a vehicle and began to leave the neighborhood. Additional officers attempted to stop the vehicle, at which time the vehicle stopped and the individual exited the vehicle and fired shots at officers. An officer returned fire. The individual continued to run away from the scene.",CharlotteMecklenburg,. No hit
2014-01,1,N,Y,B,M,31,Robbery; warrant,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers were attempting to serve an arrest warrant on a robbery suspect at a residence located in Fort Mill, South Carolina. While officers were inside the residence searching for the suspect, there was an exchange of gunfire between the suspect and officers. An officer and the suspect were shot during the exchange.",CharlotteMecklenburg,
2013-09,3,N; N; N,Y,B;B;B,M;M;M,27: 24; 25,Gun posession,>1,2,W; W,M;M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to N. Tryon Street in reference to an armed person call for service. The caller stated that they observed the occupants of a vehicle sitting inside the vehicle loading guns. officers arrived on scene and as they exited their patrol vehicles, the individuals shot at the officers. The officers both returned fire on the individuals before the individuals fled in the vehicle.",CharlotteMecklenburg,
2013-09,1,F,N,B,M,24,Breaking and entering,>1,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers were dispatched to a breaking and entering call for service at a home. A F had called 911 after a M subject had knocked on the front door to her home. The caller opened the front door, believing it was her husband coming home from work. Once realizing it was not her husband, she immediately closed the door and called 911. The individual stood outside the door for a time and continued to attempt to gain the attention of the homeowner. When officers arrived they discovered the individual, a short distance from the caller's home matching the description provided by the 911 caller. The officers approached individual in an attempt to investigate the original call. Upon their arrival, the individual ran towards the officers. officer 1 deployed his CMPD issued Taser at the individual but it was unsuccessful. The individual continued to run towards officer 2, who had his service weapon drawn. officer 2 discharged several rounds striking the individual multiple times.",CharlotteMecklenburg,
2013-07,1,F,Y,W,M,59,Assault,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to an assault with a deadly weapon with injuries call for service. Upon arrival, officers determined that no one had been injured. officers spoke to the caller who stated that he and the individual got into an argument inside the residence and the individual shot at him and had barricaded himself inside the residence. officers made contact with the barricaded individual over the telephone in an efFiort to have him surrender peacefully. During several failed attempts to have the individual surrender peacefully, the individual told the officers repeatedly that he was not going to be taken alive. The individual exited the residence and advanced in the direction of the officers while pointing a handgun. At that time an officer fired his service weapon at the individual, striking him.",CharlotteMecklenburg,
2013-06,2,N; F,Y,B;B,M;M,17; 17,NA,>1,2,W; B,M; M,Charlotte-Mecklenburg Police Department,officers were performing surveillance and observed two individuals approach a subject with handguns and robbed him of his phone and money. officer 1 heard a gunshot and saw the victim fall to the ground. The officer then fired his service weapon at individual 1. Individual 2 fled on foot then fired his weapon at officer 1. officer 2 exited the vehicle and fired his service weapon at suspect 2.,CharlotteMecklenburg,
2013-01,1,F,N,W,M,55,Domestic call for service,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers were dispatched to a domestic call for service. During the call for service, the individual was found to be in possession of a box cutter knife and was holding it to his own throat. officer 1 deployed his Taser, but it did not make full contact to afFiect him. The individual then came at officer 2 in an aggressive manner with the knife raised in his hand. When the individual would not stop or drop the knife, officer 2 discharged his firearm at the individual.",CharlotteMecklenburg,Potential suicide
2012-09,1,F,Y,W,M,26,Domestic disturbance,2,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a domestic disturbance call for service. A representative from Mental Health had placed a 911 call on behalf of a F resident who had locked herself inside of her home due to her grandson's aggressive behavior. As officers attempted to speak with the grandson, he became very agitated and began to put his hands in his pockets. officers gave verbal commands for him to remove his hands from his pockets, but he refused. officers then approached the M in order to ensure that he did not have any weapons. As the officers approached, the subject grabbed a pair of shears and raised them in the air and advanced aggressively towards the officers. officer 1 deployed a TASER device on the subject and officer 2 fired two shots.",CharlotteMecklenburg,
2012-07,1,F,Y,B,M,28,Robbery,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"An individual matching the description of an armed robbery suspect was operating a red scooter. officers initiated a trafFic stop, but the driver refused to stop. The officers initiated a vehicle pursuit. The individual continued to flee from officers until arriving at his residence, where they attempted to take him into custody. During the struggle, the individual produced a handgun and one of the officers discharged his firearm.",CharlotteMecklenburg,
2012-06,1,N,Y,W,M,21,Breaking and entering,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to a priority breaking and entering/suspect on scene call for service. Upon arrival, the officers observed two occupied vehicles in the driveway and other people running to the vehicles. The officers ordered the people not to move and to show their hands. One of the individuals began to run and an officer pursued him on foot. After a short distance, the officer heard a shot aimed in his direction. The officer discharged his service weapon.",CharlotteMecklenburg,
2012-03,1,N,N,W,M,48,Suicide,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to a suicide attempt call for service. The call for service advised that an individual had been walking down the middle of the street. Upon arrival, officers located the individual and gave verbal commands for him to get on his knees so he could be secured. The individual refused to comply with the officers' verbal commands and was belligerent. The individual into his jacket. Simultaneously, one officer deployed his Taser at the individual and the other officer discharged a shotgun at the individual.",CharlotteMecklenburg,
2011-10,1,N,N,B,M,28,Larceny,3,1,AI/AN,M,Charlotte-Mecklenburg Police Department,"officers responded to a Larceny from Auto call for service. At the location, the individual got into a car. officer 1 gave the individual numerous commands to turn ofFi the engine and to get out of the car. The individual did not comply with the officer's commands. The individual drove the car towards officer 2. As the vehicle was about to strike officer 2, officer 1 fired three shots from his pistol at the individual's vehicle.",CharlotteMecklenburg,Car as weapon. No hit
2011-09,1,N,Y,L,M,22,Robbery,>/=1,1,B,M,Charlotte-Mecklenburg Police Department,"officer answered a 911 call and confronted a group suspected of robbery. officer 1 gave chase to one of the suspects and a struggle ensued. officer 1's secondary weapon fell out of its holster and a H M picked it up and pointed it at one of the suspects. officer 1 and officer 2 gave loud verbal commands for the M to drop the gun, but he would not comply and turned and pointed it at officer 2 and was shot by officer 2.",CharlotteMecklenburg,
2011-03,1,N,Y,B,M,21,Robbery,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"The officer responded to a residence to assist with establishing a perimeter to apprehend a possible robbery suspect. The individual appeared between two houses and the officer gave him verbal commands to stop. The individual ignored the commands of the officer and discharged a firearm at the officer. The individual fired Fve rounds, striking the officer. The officer returned fire.",CharlotteMecklenburg,
2010-12,1,N,N,L,M,57,Traffic,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"The officer initiated a trafFic stop and the driver of the other vehicle ran into the officer¿s car and fled the scene. After a brief pursuit, the officer followed the suspect vehicle to a dead-end street. The officer exited his patrol car and believed the individual was going to exit his truck and flee on foot. The individual drove his truck in the direction of the officer. The officer his service weapon at the individual.",CharlotteMecklenburg,Car as weapon. No hit
2010-11,1,N,Y,B,M,69,Suicide,>1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to a suicide attempt call at a residence and found the individual in his residence pointing a gun to his own head. After a short standofFi with officers, the individual came out of his house and pointed a large silver revolver at an officer. The officer then fired rounds from his service weapon, striking the individual.",CharlotteMecklenburg,
2010-10,1,N,N,B,M,15,Stabbing,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to a stabbing call for service. Shortly after arrival, the officer observed an individual brandishing a large knife. After several commands to drop the knife, the subject refused. The officer discharged his weapon, striking the individual.",CharlotteMecklenburg,
2010-10,1,F,Y,W,M,48,Disturbance,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officer responded to a 911 call regarding a man outside of his house cursing and honking his car horn. officer arrived and encountered the individual on the lawn outside his residence. One officer saw that the individual was armed with a handgun and ordered him to drop it. The man refused, then raised the weapon and fired Fve shots at the officer. The officer returned fire with his service pistol, and the individual retreated inside his residence.",CharlotteMecklenburg,
2010-08,1,N,Y,W,M,24,Domestic dispute,>1,8,W; W; W; W; W; W; W; W,M; M; M; M; M; M; M; M; M,Charlotte-Mecklenburg Police Department,"officers responded to a call for service for a domestic dispute between a mother and son. The son was intoxicated and armed with a weapon. Upon the officer's arrival, the individual shot at the officers and several officers returned fire until the individual was apprehended.",CharlotteMecklenburg,. No hit
2010-07,1,N,Y,B,M,21,Suspicious crowd; airport,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,officers observed a large crowd of individuals in an apartment complex parking lot. One of the individuals threw something underneath a parked vehicle. officers attempted to detain the individual and he ran from the officers. The individual then ran towards an officer with a handgun in his hand. The officer immediately ordered the suspect to drop the gun twice. The suspect failed to drop the handgun and the officer drew his service weapon and fired at the individual.,CharlotteMecklenburg,
2010-07,1,N,Y,B,M,25,Robbery,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"officers responded to a robbery from business call for service. The individual was in the restaurant and fled the scene on foot when officers arrived. The officer located the individual in the parking lot and observed a revolver in his hand. The officer gave verbal commands to the individual to drop the gun. The officer fired his service pistol, striking the individual.",CharlotteMecklenburg,
2010-03,1,N,Y,L,M,17,Home invasion; robbery,>/=1,1,A/PI,M,Charlotte-Mecklenburg Police Department,An officer was circulating an apartment complex and received information from a witness of two robbery suspects who had just committed a home invasion. The officer located the individuals and gave verbal commands for them to stop. A foot pursuit ensued. One of the individuals pointed a gun at the officer and the officer discharged his service weapon.,CharlotteMecklenburg,. No hit
