Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
7/10/2010,1,F,Y,L,M,31,Call for Service,13,2,H; H,M; M,Phoenix Police Department,"SP ran from ofcrs in vehcle - bailed out - confronted ofcrs with a handgun - shot at ofcrs who returned fire. Threat ended. 13 rounds fired between both officers. Subject sustained 6 gunshot wounds (Per ME). PSB summary of investigation states ""six [rounds] are unaccounted for. ",Phoenix,
7/13/2010,1,N,N,L,M,24,Stolen car,2,2,W; W,M; M,Phoenix Police Department,AZ Auto Theft Task Force attempted to take several subjects into custody for 2 stolen vehicles. One subject ran and officers followed on foot. Subject jumped into another vehicle and the driver (another subject) drove at an ofcr. That ofcr and another ofcr both fired one round at the driver. Both rounds missed. ,Phoenix,Vehicle
8/6/2010,1,N,Y,L,M,29,Traffic Stop,2,1,H,M,Phoenix Police Department,"Suspect fled during traffic stop. Ofc contacted at location of occurrence. Suspect ""carjacked"" vehicle and held driver at gunpoint. As drove away, suspect pointed gun at ofc who was wearing a balistic vest with POLICE Placards- discharged weapon.Tactical surveillance between initial C-6 attempt (1535 hrs) and bail-out at OIS location (1614 hrs)",Phoenix,
9/19/2010,1,F,Y,B,M,22,Firearm,4,1,W,M,Phoenix Police Department,"DOU ofcr observed a subject who had just left a bar point a gun at him, other officers and patrons. The ofcr shot the subject who died.",Phoenix,
10/5/2010,1,F,U,L,M,30,Call for Service,2,1,U,M,Phoenix Police Department,"Officer 1 Charged-  Two officers on scene, stories were different the true nature of this incident is U.Subject had substances in his system (drugs - methamphetamine and amphetamine)",Phoenix,
10/17/2010,1,F,Y,L,M,30,Traffic Stop,8,2,W; H,M; M,Phoenix Police Department,"Subj fled in a veh, refusing to stop for ofcrs attempting a traffic stop. Subj then fled on foot after he crashed. Subj then raised his handgun at an officer and officers fired at him. Subject died. ",Phoenix,
12/16/2010,1,F,N,W,M,40,Weapons posession,14,2,W; W,M; M,Phoenix Police Department,Ofcrs responded to a subj with a knife call. Upon arrival the subject pulled a BB gun out and pointed it at the officers. The ofcrs believed the gun to be a lethal instrument and shot the subject who later died. ,Phoenix,BB Gun
1/22/2011,1,N,N,W,M,49,Suicide,3,1,W,M,Phoenix Police Department,"Police responded to a call of a suicidal subject. Subject was on phone with 911 when officers made contact at the front door. The subject did not heed verbal commands and walked at officers with a knife. Subject was tased, but it was ineffective. Subject advanced on officers until he was shot.901X subj called 9-11 and told disp he was trying to get off of Xanex and ""needed mental health treatment"". Subj also called crisis line and Magellen.",Phoenix,Knife/ Sword
3/2/2011,6,N; F; N; N; N; N,Y,L;L;L;L;L;L,M;M;M;M;M;M,20,Burglary; home invasion,72,5,H; W; W; W; W,M; M; M; M; M,Phoenix Police Department,"Ofcs responded to a residential burglary that was really a home invasion. Ofcrs met the (6) subjects at the door as they tried to flee. Subjects shot a rifle and handguns at the ofcrs, who returned fire. One subject was killed and one wounded.",Phoenix,
3/9/2011,1,F,Y,L,M,26,Robbery,37,3,W; W; W,M; M; M,Phoenix Police Department,"Ofcrs responded to an armed robbery at a 7-Eleven. Subject drew his weapon when confronted by officers. Officers fired and subject fired. Subject fled in a car and succumbed to his wounds. #17 Setting anomoly - shots fired inside business, in the parking lot and at the moving vehicle",Phoenix,
4/5/2011,1,F,N,L,M,49,Traffic stop; suspicious person,24,3,W; W; W,M; M; M,Phoenix Police Department,"Suspicious subject in vehicle driving through neighborhood. Sgt attempted veh stop. Subject accelerated in reverse, ramming sgt's vehicle. Sgt performed pit manuever. Subj got out of veh and pointed perceived weapon at sgt from 6 feet away (metal stock, pocket knife, and flashlight found in subject's vehicle). Two-man unit arrived. Sgt and 2 ofcs fired at subj. Subj's drove away and collided into nearby business. Subj deceased.",Phoenix,
4/6/2011,1,F,N,W,M,49,Investigation,2,2,W; W,M; M,Phoenix Police Department,"Subj refused to pull his veh over for Patrol. MOU started tac-surveillance and boxed subj in his veh. Subj tried to ram his way out of the area and struck an officer. Two officers shot and struck the driver, who died. ",Phoenix,Vehicle
4/18/2011,1,F,N,L,M,41,Suicide,14,3,W; W; W,M; M; M,Phoenix Police Department,Shooting on overpass - suicidal subject who said he had a gun. Suspect had one hand wrapped and it was believed to have been a gun. The suspect ran towards ofcs with wrapped hand extended as if shooting a gun. The object that was in the subject's hand was the front stock of a shotgun.  Family indicated using U drugs. ,Phoenix,Simulated Gun
5/6/2011,1,F,Y,W,M,32,Homicide,4,2,A/W; H,M; M,Phoenix Police Department,Subject was wanted for homicide and pointed a handgun at officers on the perimeter. Both officers fired their rifles at the subject killing him.,Phoenix,
6/14/2011,1,N,Y,L,F,26,Warrant,1,1,W,M,Phoenix Police Department,"SAU officers responded to a barricade where SP had a hostage. During the negotiations, hostage changed clothes and hairstyle to resemble SP. SAU sniper shot hostage (friend of SP) by mistake.Subject Data in matrix form reflects actual SP (not V - hostage).",Phoenix,
7/6/2011,1,N,Y,L,M,U,Home invasion,16,1,W,M,Phoenix Police Department,"Ofc's responded to 459/home invasion. Followed suspect as pulled into residence. Suspect exited veh with AK-47 and began shooting. Ofc discharged weapon.3 subjects identified by Homicide Dets. PSB investigative report states ""unable to determine which one fired at Ofc"".",Phoenix,
7/17/2011,1,N,Y,L,M,26,Shooting,3,1,H,M,Phoenix Police Department,"Subj shooting a handgun in a residential neighborhood. Upon police arrival, the subj pointed his gun at an officer, who shot 3 shots at the subj and missed. Subj was later found and arrested. No injuries.",Phoenix,
8/4/2011,1,N,Y,L,M,36,Traffic stop,25,2,W; W,M; M,Phoenix Police Department,"Officers attempted to stop a subject on a bike, who refused to stop. Subj crashed on the bike and as officer approached, he rolled over and shot both officers. Both officers returned fire. Subject went into a house and came out. Another exchange occurred. Subject jumped into the driver's seat in the police Tahoe and pointed the gun at officers and was shot. Subject injured and later booked.Incorrect location of occurrence listed in PACE DR: ",Phoenix,bike
8/20/2011,1,F,N,L,M,22,Call for Service,9,1,W,M,Phoenix Police Department,"Subj located by victim driving his 487V. Vict followed. PD followed, subj committed car jacking and ran into ofc. Ofc shot at suspect (SH11-0027), but SP fled. SAU ofcs completed pit manuever. Subj tried to ram SAU ofcs. SAU ofc shot subj. Subj deceased at scene. ",Phoenix,Vehicle
8/20/2011,1,N,N,L,M,22,Stolen car,1,1,H,M,Phoenix Police Department,"Officers responded to a stolen vehicle, strong armed robberies occurred and subject drove at and hit an officer with a vehicle, officer fired 1 round at the subject and struck the roof of the vehicle. Subj was later shot and killed by police in SH11-0026",Phoenix,Vehicle
10/9/2011,2,N; N,Y,L;L,M;M,20; 19,Investigation; teen drinking,21,2,H; W,M; M,Phoenix Police Department,Targeted Enforcement Squad working undercover at an underage drinking party. Obseved two groups shoot at each other. One shooter started shooting at unarmed citizens so Ofc shot and wounded him. Another subject pointed a gun at Sgt  and may have shot at him. Sgt shot and wounded the second subject.  Both Officer and Sergeant did not get the opportunity to identify themselves as officers prior to the shootings.Investigation does not definitively indicate whether or not the suspects were struck by officer rounds or if suspects hit each other during initial volley of shots.,Phoenix,undercover
10/15/2011,1,F,Y,L,M,24,Shooting,3,2,A; H,M; M,Phoenix Police Department,"Subject firing off weapon in the streets around 1st Ave / Van Buren. Upon arrival - officers made contact with suspect who refused to put down weapon, raised it at officers. Officers fired 3 rounds in response to threat. Substance (alcohol) may have played role.  ",Phoenix,
10/18/2011,1,N,Y,W,M,31,Call for Service,6,1,W,M,Phoenix Police Department,Subject completed three 211's and pointed a gun at a Patrol Lieutenant while trying to flee. LT shot and wounded the subject in the legs.,Phoenix,
11/7/2011,1,N,Y,B,M,33,Domestic violence,18,5,W; W; H; H; W,M; M; M; M; M,Phoenix Police Department,"Officers respond to an unrelated DV call at apt complex hear gunshot. During the investigation, subject raises gun toward officer leading to the first police shooting. Responding officers later confront the suspect who raises his weapon which leads to the second police shooting.Substance (drugs) likely a factor. All officers describe ""zombie"" like behavior of suspect. It was determined by hospital staff subject had PCP on board.",Phoenix,
12/23/2011,1,N,Y,W,M,59,Call for Service,13,2,W; H,M; M,Phoenix Police Department,"Officer resp to trailer park. Contact subj who pointed shot gun at them, possibly firing one round. Officers shot subject. Investigation did not definitively conclude whether subject got round off.Substance (alcohol) on issue. Investigation indicates subject BAC was .245 per hospital staff.",Phoenix,
12/27/2011,1,N,Y,U,M,U,Burglary,1,1,B,M,Phoenix Police Department,"Officer was home and off duty when he confronted a burglary suspect who forced entry into his home. Suspect raised an U weapon at the officer. The officer, who feared he would be shot, fired one round at the suspect who fled and remains U.  Off-duty officer was not wearing any police identification.Division Assignment Other - not on-duty or working off-duty",Phoenix,
12/31/2011,1,F,Y,L,M,20,Traffic Stop,2,1,W,M,Phoenix Police Department,"Subject passed out behind the wheel blocking traffic, upon PD making contact, subject pulled out a gun and was shot by the officer.",Phoenix,
1/18/2012,1,N,Y,L,M,29,Traffic Stop,15,3,W; W; W,M; M; M,Phoenix Police Department,"Officer attemped a traffic stop. Suspect refused to stop and pointed a gun at officers. This resulted in a vehicle pursuit. Suspect crashed and as he was getting out of his vehicle he pointed his gun at officers. Three officers shot at him 15 times, striking him 4 times. He was wounded.",Phoenix,
2/7/2012,1,F,Y,W,M,55,Hostage; firearm,4,1,NA/W,M,Phoenix Police Department,Subject took his estranged wife and her boyfriend hostage with a revolver. Subject took percocet and alcohol and fell asleep allowing victims to escape. PD arrived and after a foot pursuit subject pointed a gun at an officer. Officer shot and killed subject.Substance (alcohol and drugs). Ex-wife gave suspect alcohol and percocet during incident.,Phoenix,
2/12/2012,1,N,N,W,M,27,Arson; traffic stop,1,1,W,M,Phoenix Police Department,"Phoenix Fire investigator asked PD for a back up while contacting an arson subject (traffic stop). Subject ingested mouthful of acetaminophen and then threatened suicide with a shard of glass (broken glass). Shortly thereafter he charged officers threatening with the glass. Officer shot subj in abdomen. Subject survived. Mental illness may have contributed as subject's sister indicated he was ""mentally unstable""",Phoenix,Knife/ Sword
3/7/2012,1,N,N,B,F,31,Sexual predator,2,1,B,M,Phoenix Police Department,"Ofc resp to radio call of prowler. Cont subj - seemed legitimate. Cont complainant who had knife - advanced on officer with knife.Substance (drugs) an issue, medical records showed presence of cocaine, methamphetamine, and marijuana.",Phoenix,Knife/ Sword
3/17/2012,1,N,N,L,M,33,Shoplifting,1,1,W,M,Phoenix Police Department,"Ofc chased shoplifter. SP struck officer, jumped in veh. Grabbed officer who jumped inside to keep from being dragged. SP and Ofc fought over officer's gun.  Ofc shot subj once. ",Phoenix,Reached for Officer's Gun
4/9/2012,1,N,Y,A,M,26,firearm,3,1,W,M,Phoenix Police Department,"Subject threatening with a handgun at the YMCA. Building search of subject. Located him in the stairwell, fight ensued. Pushed downstairs, when landing on platform, raised a handgun and pointed it at Officer head who was positioned 1/2 staircase below.Subject threatened to kill victim while armed with gun. During search of building, officers encountered subject.  One officer engaged in fight over subject's gun. Subject pushed and fell to staircase landing where he pointed gun at a second officer who shot and wounded subject. Info on call suggested subject had ""mental issues"". Substance (drugs) also possible as methamphetamine found in subject's possession.",Phoenix,
4/16/2012,1,N,N,L,M,40,Traffic Stop,3,1,W,M,Phoenix Police Department,"Officer completed traffic stop - foot pursuit struggle, subject tried to take officer's gun, officer fired shot sub ran, officer caught him, struggled over officer's gun, officer fired again. Subj taken into control.",Phoenix,Reached for Officer's Gun
4/24/2012,1,F,Y,W,M,40,Call for Service,2,1,W,F,Phoenix Police Department,Ofc accompanied V to his home to confront subj in his driveway. Ofc contacted subj who produced handgun and shot V. Officer shot subj.,Phoenix,
6/4/2012,1,F,N,W,M,25,Weapons posession,6,2,W; W,M; M,Phoenix Police Department,"Officers responded to a radio call of a subj threatening with a bat. Upon contact, the subject advanced on the officers. The officers fired at SP.  No ECD, ME Toxicology showed Ethyl Alcohol .14-.15",Phoenix,Bat/Stick
6/17/2012,1,F,N,W,M,52,Stolen car,3,1,B,M,Phoenix Police Department,"Subj stole city work truck - ramming vehicles, driving at vehicles, driving wrong way on freeway, pursuit to Apache Junction. Officer fired weapon to prevent further danger to public.SAU shot and killed subject after witnessing 245 on an officer in a marked patrol car rammed by subject.",Phoenix,Vehicle
6/26/2012,1,N,N,L,M,21,Citizen Contact,1,1,W,M,Phoenix Police Department,"Sgt was driving an unmarked police vehicle from the training academy to 620 W Washington when he stopped for a subject standing in the road. The subject jumped into the police vehicle and began to assault the sergeant. The sergeant fired one round from his firearm striking the suspect in the chest, thus ending the assault.Division Assignment Other: Sgt was reserve in unmarked vehicle, not responding to a call.Substance: Methamphetamines per subject admission.",Phoenix,Reached for Officer's Gun /Bodily Force
8/2/2012,1,N,Y,L,M,25,Traffic Stop,4,1,W,M,Phoenix Police Department,"Ofc performed traffic stop of subj for no light on bicycle at night, subj ran. Ofc caught up and struggle ensued. Subj fled 2nd time. While fleeing, fired weapon at ofc 3 times. Ofc returned fire 4 times, missing subj. Subj was located 2 months later and questioned about incident where his DNA was found at scene and admitted to shooting.",Phoenix,
8/8/2012,1,N,N,L,M,21,Traffic Stop,4,1,H,M,Phoenix Police Department,"Officers initiated a traffic stop but suspect vehicle failed to yield. Suspect vehicle followed to a restaurant where suspect vehicle struck door of police vehicle as it attempted to flee which led to the police involved shooting.Subject intentionally rams another marked patrol car. Subject followed to parking lot where he drives at another officer in passenger seat. Subject strikes open passenger door and officer shoots at subject vehicle. Substance (alcohol). Subject BAC .204, subject also acknowledged consuming oxycodone.",Phoenix,Vehicle
9/22/2012,1,F,Y,W,M,50,Domestic violence,3,2,W; W,M; F,Phoenix Police Department,Ofc's responded to DV call. Observed suspect at doorway pointing assault rifle at wife then pointed it at ofc's who discharged weapons,Phoenix,
10/27/2012,1,N,N,W,M,17,Shooting,7,1,W,M,Phoenix Police Department,Officers observed a drive-by shooting at an underage drinking party and pursued the suspect vehicle. Suspect vehicle drove at an officer who fired 7-8 rounds at the driver missing him. No injuries from the shooting.Subject vehicle was occupied by approximately 7 subjects when officer fired upon it. No one struck by officer rounds. ,Phoenix,Vehicle
10/27/2012,1,F,N,W,F,58,Suicide by cop,6,2,W; W,M; M,Phoenix Police Department,"Suicide by cop - subj called 911 subj with a gun - when PD arrived, subj advanced on officers with toy gun. Subject placed hoax phone call of subject w/gun holding hostages. The caller then confronted arriving officers with a gun. The gun was ultimately determined to be a toy gun and it appears the subject's intended outcome was ""suicide by cop"". Toy gun (air soft).Substance and mental health - per witnesses (roommates), both drugs (spice) and mental health issues may have contributed to this incident. Subject made statements reference ""suicide by cop"" just prior to OIS. ",Phoenix,Toy Gun
10/28/2012,1,F,N,L,M,35,Fight,5,1,W,M,Phoenix Police Department,Ofc resp to fight call. Cont subject. Subj attempted to take officer's gun. Both struggled to control officer's gun. Ofc shot suspect.,Phoenix,Reached for Officer's Gun
1/5/2013,1,F,N,W,M,40,Shoplifter,10,3,H; W; H,M; M; F,Phoenix Police Department,Ofcs responded to shoplifter - suspect seen putting gun in front waistband. Suspect exited store - confronted by ofcs - suspect ran then pointed gun (BB gun)  at ofcs - discharged weapons.Hot call shoplifting with suspect armed with knife and gun. It was unclear at outset if gun was real or BB gun. ,Phoenix,BB Gun
1/7/2013,1,F,N,L,M,36,Traffic Stop,14,2,W; W,M; M,Phoenix Police Department,"Officer attempted traffic stop - failed to yield, pursuit - veh hit wall- officer exited veh, SP rammed patrol car - officers fired.",Phoenix,Vehicle
1/6/2013,1,N,Y,U,M,28,Self-Initiated,10,1,W,M,Phoenix Police Department,"Officer conducted stop of 647 subject on bike with no light. Subject fled on foot. Officer attempted to detain subject. He pulled out handgun and shot Officer multiple times in face, jaw, ear, chest. Subject fled was later apprehended by Canine hiding in shed in nearby residence. ",Phoenix,
1/16/2013,1,F,N,W,M,27,Burglary ,4,3,W; W; H,M; M; M,Phoenix Police Department,"Subj was found to be committing a residential burglary. Officers engaged subj in a foot pursuit, during which time the subj pointed a BB handgun at officers. All three officers fired and killed the subj.Substance (drugs) - toxicology showed presence of methamphetamine and codeine.",Phoenix,BB Gun
2/7/2013,1,F,Y,W,M,56,Call for Service,1,1,W,M,Phoenix Police Department,Suicide subject stood out in front of apt pointed gun at responding SAU officers and an SAU officer shot the suspect and killed him.,Phoenix,
3/17/2013,1,F,Y,W,M,47,Domestic violence,5,1,W,M,Phoenix Police Department,Officers arrived at a domestic violence call. The subject immediately confronted the officers by pointing a gun at them and shooting 9 rounds. The officers returned fire at the same time and killed the subject.,Phoenix,
3/30/2013,3,F; N; N,Y,L;L;L,M;M;M,24; 29; 19,Burglary,14,1,W,M,Phoenix Police Department,"Officer working off-duty, observed burglary from vehicle. Officer chased SP's to veh. SPs pointed guns at officer.  Both SP and Officer fired. Civilian also fired at subjects.",Phoenix,
4/7/2013,1,N,N,U,U,U,Street racing,1,1,W,M,Phoenix Police Department,"Officer drove upon several people/vehicles involved in drag racing. Orange camero driven by an unidentified driver, drove at officer as he exited his patrol vehicle to contact the occupants. As the camero drove at him, the officer fired 1 round at the driver. Vehicle and driver were never found. Criminal investigation is pended.",Phoenix,Vehicle
4/13/2013,1,F,Y,L,M,30,Call for Service,37,9,W; W; H; W; W; H; W; H; A,M: M; M; M; M; M; M; M; M,Phoenix Police Department,"Ofcs responded to P1 radio of 390, 901X barricade subject armed with a gun. The ofcs came under fire, after 23 by subj w/AK-47 and .40 cal. Subj fired 237 rounds over 25 minutes from inside house. The 9 ofcs fired 37 rounds to stop the threat. Homicide investigators found a suicide note on subj's legs.",Phoenix,"AK-47, .40 cal machine gun, suicide"
4/20/2013,1,F,Y,L,M,31,Call for Service,24,2,W; W,M; M,Phoenix Police Department,Subject reference 647 call stopped in taxi cab. Subject refused to obey orders to drop handgun. Subject pointed handgun at officers. Officers returned fire. Subject deceased at scene. ,Phoenix,
4/19/2013,1,F,N,W,M,63,Warrant,9,3,W; W; W,M: M; M,Phoenix Police Department,"Subj had current warrant; MOU learned of subj's whereabouts and awaited his arrival. Subj contacted at vehicle. Subj turned to present a simulated weapon. All 3 ofc perceived a B handgun being pointed at one of the ofcs. Ofc 1 fired 1x, Ofc 2 fired 1 time, Ofc 3 fired 7 times. Subj fell to ground. Pronounced deceased.Subject had a B gas can nozzle in his hand. ",Phoenix,Simulated Gun
4/20/2013,1,F,N,W,M,23,Drugs,2,1,W,M,Phoenix Police Department,"Subj under influence of drugs. Threatening other tenants of apt complex. Contacted by PD. Physical altercation with 4 ofcs. Difficulty controlling. Subj grabbed spindle. Involved ofc thought subj was going to stab another ofc in the face, therefore he fired 2 rounds into subj's chest from 1 ft away.",Phoenix,Bat/Stick
4/23/2013,1,N,Y,W,M,37,Fraud,1,1,W,M,Phoenix Police Department,"Ofcrs responded to a theft by fraud call where subj trying to pass a bad check again.  Subj fled and ofcrs pursued on foot.  Subj tried to carjack two cars  and shot at occupants in both cars (one contained two children).  Ofcr shot at subj while he was trying to carjack second car with F and the two kids.  Ofc missed, subj drove off after victims got out of vehicle.  Subj taken into custody after tactical surveillance.  Alcohol was involved..",Phoenix,
4/26/2013,1,N,N,L,M,20,Traffic Stop; DUI,3,1,W,M,Phoenix Police Department,"Officers stopped DUI suspect who refused to exit his vehicle. He rammed the patrol car and then drove at an officer and another officer shot 3 times at the suspect, missed and struck the suspect vehicle. Officers were in a two-man unit and both attempted to gain compliance.",Phoenix,Vehicle
6/1/2013,1,F,Y,W,M,26,Suicide,6,3,W; H; H,M; M; M,Phoenix Police Department,Girlfriend called and said boyfriend left apartment with weapon because she was leaving him and he was theatening suicide. Ofc located him. He pointed the handgun at ofc and three ofcrs shot and killed the subj. ,Phoenix,
7/6/2013,1,N,N,W,M,36,Home invasion,5,1,W,M,Phoenix Police Department,"Ofc's responded to subject breaking into residence. Upon entering, subject came out from hall with weapon pointed at ofc's. Ofc discharged weapon as retreating.Airsoft AR-15 Carbine (toy gun)",Phoenix,Toy gun(air soft)
7/7/2013,1,N,Y,L,M,32,Domestic violence,4,1,H,M,Phoenix Police Department,"Officers responded to a domestic violence priority 1, upon arrival officers observed the suspect point a handgun at his fiancé. One officer fired 4 times, wounding the suspect.Substance (alcohol) may have been a factor based on witness statements.",Phoenix,
7/6/2013,1,F,N,W,M,35,Call for Service,2,1,W,M,Phoenix Police Department,"Ofc responded to poss domestic. Susp exited apt with two knives and came after ofc. Officer shot suspect two times in the head. Per subj father, subj was intoxicated. ",Phoenix,Knife/ Sword
7/11/2013,1,F,Y,L,M,32,Assault,14,2,W; W,M; M,Phoenix Police Department,"Officers resp to 245-1/ Contacted SP on bicycle. Subj pulled gun from waist, pointed at officers. Officers fired at subj, mortally wounding him.",Phoenix,
7/11/2013,1,N,N,W,M,20,Drugs,5,1,W,M,Phoenix Police Department,Traffic stop on suspects involved in drug transaction. Suspect fled in vehicle -U-turn in cul-de-sac heading directly at Ofc vehicle. Swerved missing it. Dif officer fired 5 rounds at car as it fled past him W/B believing the suspect rammed a PD vehicle.,Phoenix,Vehicle
7/13/2013,1,N,N,B,M,21,Armed robbery,1,1,W,M,Phoenix Police Department,Ofc's are advised of armed (knife) robbery. Ofc locates SP vehicle and follows. SP vehicle crashes. Ofc approaches SP veh and contacts SP in driver's seat. Ofc believes SP reaching for his (Ofc) gun and is touched on hand by SP. Discharges one round.No pursuit. ,Phoenix,Reached for Officer's Gun
8/5/2013,1,F,N,L,M,35,Domestic ,21,2,W; B,M; M,Phoenix Police Department,"Ofcrs responded to a 415F and attempted to talk to the suspect through a bathroom door. Suspect, without warning, opened the door and attacked the officers with a machete. Both ofcrs were cut. Both ofcrs fired and killed the suspect.",Phoenix,Knife/ Sword
8/21/2013,1,F,N,W,M,37,Investigation,11,2,H; W,M; M,Phoenix Police Department,"MOU attempted to contact violent felon. Subj rammed MOU vehicle. Detectives thought detective in danger of being crushed. Fired weapons at SP to protect detective, although detective had changed location. ",Phoenix,Vehicle
9/7/2013,1,F,Y,L,M,25,Shooting,3,1,H,M,Phoenix Police Department,Report of subject shooting gun in the air and pointing at vehicles. Responding ofc found subject who ran from officer. Subject turned and pointed weapon. Ofc shot subject.,Phoenix,
9/14/2013,1,F,Y,W,M,31,Suspicious person,22,3,W; W; W,M; F; M,Phoenix Police Department,"Ofcrs respond to a 647 (susp person) and encounter subj with a handgun sitting outside an apartment, who will not comply or drop the gun.  SAU responds.  Subj used heroin prior and drank beer  during the standoff.  Negotiations attempted for 2 hours approx and failed as subjects drugs wore off.  Subj became increasingly agitated.  SAU planned on using flashbang, SAGE, and canine to end standoff, however, flashbang engulfed subj in smoke and SAU could not see him.  Ofc 1 moved from cover to engage and was shot in the leg.  Ofc 1 also shot subj.  Ofcrs 2 and 3 also shot subj who died.  A fourth Ofc who was not an OIS officer was shot by subj in the vest, the vest stopped the bullet, ofc sustained bruises. ",Phoenix,
9/20/2013,1,N,N,W,M,31,Stolen car,31,5,H: H; H; W; W,M; M; M; M; M,Phoenix Police Department,"SP stole F550 - rammed numerous vehicles - hit PD motorcycle, rammed PD Tahoe head on. 5 ofcrs deployed firearms to stop the threat.",Phoenix,Vehicle
10/12/2013,1,N,N,L,M,22,Shooting,1,1,H,F,Phoenix Police Department,"Officer heard shot fired, subjects point out H/M in park. Officer observes him place U object under trash can. Makes contact, subject non-compliant then makes quick movement to waistband. Officer believes he is reaching for a gun and fires one round. Subject struck in leg and taken into custody. Force used by subject prior to OIS - Lethal Instrument: Subjects in park believe Subject fired round at them. Weapon was placed under trash can as subject walked away from officer (U to officer). Subject used no force and had no weapon during OIS but reached for waistband. Officer believed subject was going for a gun.",Phoenix,
11/3/2013,1,F,N,W,M,52,Suicide,4,1,W,M,Phoenix Police Department,Officers responded to M subject who threatened suicide. He charged at ofcrs with a knife. One ofc shot stopping the threat.Subject's girlfriend said the subject had been consuming alcohol prior to the incident.,Phoenix,Knife/ Sword
12/1/2013,1,N,Y,B,M,45,Domestic violence,5,3,W; W; W,M; M; M,Phoenix Police Department,"Patrol ofc does subject stop on SP of 245DV. SP shoots/misses at ofc. Foot pursuit / barricade of SP. SAU contains. SP points gun at SAU, who then fire at SP. Substance: Subject's wife said subject was drinking alcohol earlier in the day.",Phoenix,
