Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
1/4/2011,1,N,N,U,M,U,Mental health,1,2,,U,San Francisco Police Department,"On January 4, 2011 at approximately 10:33 hours, several plain clothes officers assigned to the Fugitive Recovery Enforcement Team responded as backup to a call at 1380 Howard Street of a mentally disturbed person. The subject was in a wheelchair armed with a knife. One of the officers was stabbed in the arm by the suspect. O.C. Spray and Extended Range Impact Weapon were deployed but ineffective in ending the threat. A sergeant and officer discharged their firearms. The suspect was struck and treated for his injuries at SFGH. The injured officer was treated for his wounds at SFGH and survived. I",San Francisco,plain clothes; knife
6/7/2011,1,F,N,U,M,U,Bank robbery; Stolen car,1,3,,U,San Francisco Police Department,"On June 7, 2011 at approximately 17:23 hours, a sergeant and two officers assigned to the Park Station plain clothes unit were in the area of 65 Buena Vista East when they encountered a suspected bank robber in a parked stolen vehicle. The suspect used his vehicle as a weapon as he 11 maneuvered out of a parking space. The sergeant and one of the officers discharged their firearms. The suspect was struck and later died from his wounds. One of the officers was injured during the incident",San Francisco,plain clothes; vehicle as a weapon
6/29/2011,1,N,Y,U,M,U,Wanted Suspect,1,2,,U,San Francisco Police Department,,San Francisco,plain clothes 
7/16/2011,1,F,Y,B,M,19,Public tranportation fees,11,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/323-3rd%20%26%20Newcomb.pdf,San Francisco,
9/17/2011,1,N,Y,U,M,20,Warrant/crime bulletin; marijuana,1,3,,M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/311-400%20Block%20Broadway_Redacted.pdf,San Francisco,No hits
10/3/2011,1,F,Y,U,M,44,Stabbing,2,6,,M;M;M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/310-636%20Funston_Redacted.pdf,San Francisco,
12/14/2011,1,F,Y,W,M,33,Expired plates,8,3,,M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/302-Larkin%20%26%20Fern_Redacted.pdf,San Francisco,
12/16/2011,1,N,N,U,M,44,Stolen car,4,4,,M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/315-118%20Jerrold.pdf,San Francisco,No hits
5/10/2012,1,F,Y,W,M,41,Murder investigation,2,4,,M;M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/Document/5.09.10-%20Post%20St..pdf,San Francisco,
5/13/2012,1,N,Y,U,M,39,Robbery,1,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/312-301%20Mission%20St..pdf,San Francisco,
6/29/2012,1,N,Y,U,M,38,Weapon posession; firearms; vandalism; resisting arrest,1,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/308-1000%20Block%20Gough.pdf,San Francisco,
7/18/2012,1,F,N,U,M,32,Stabbing,2,6,,F;M;M;M;F;F,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/299-Washington%20%26%20Davis%20St._Redacted.pdf,San Francisco,knife
8/4/2012,1,N,Y,B,M,U,Weapon posession; firearms,3,2,B;U;U,M;M;F,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/321-15%20Dakota.pdf,San Francisco,No hits
8/27/2012,1,N,Y,B,M,U,Robbery,1,1,,F,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/304-Church%20%26%20Valley%20Sts..pdf,San Francisco,
9/20/2012,1,N,Y,L,M,U,Gang activity; weapon posession; suspicious subject,3,4,B;U;U;U,U;U;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/322-14th%20St.%20%26%20Natoma%20St..pdf,San Francisco,machine pistol; plain clothes
2/14/2013,1,N,N,U,M,U,Stolen car,3,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/313-300%20Block%20Eddy.pdf,San Francisco,No hits
3/5/2013,1,N,N,U,M,U,Stolen car,1,4,,M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/316-100%20Block%20George%20Court.pdf,San Francisco,vehicle as weapon
3/15/2013,1,N,N,U,U,U,Stolen car,NA,4,,M;U;U;U,San Francisco Police Department,"At approximately 04:35 hours on March 15, 2013, two two-officer units from Park Station responded into the Northern District to assist with a reported carjacking of a taxi cab. While enroute, the officers observed the suspect vehicle in the area of Jackson and Spruce. When the cab stopped in a driveway, the officers exited their vehicle. The suspect suddenly reversed into a three-point turn and headed directly back at the officers. An officer caught in the path of the vehicle fired his weapon at the driver. The driver was not struck and was taken into custody near Bay and Octavia Streets.",San Francisco,No hits
4/7/2013,1,N,Y,L,M,U,Weapon posession; firearms,3,4,,M;M;M;F,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/300-Valencia%20near%2017th%20Street.pdf,San Francisco,
4/17/2013,1,F,N,U,M,U,Domestic violence,2,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/309-956%20Deharo.pdf,San Francisco,claw hammer
7/20/2013,1,N,Y,L,M,U,Weapon posessions; firearms,1,4,,M;M;F;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/301-O%27farrell%20St.%20near%20Larkin.pdf,San Francisco,
10/27/2013,1,N,Y,U,M,U,Robbery,4,4,,U,San Francisco Police Department,"On Sunday, October 27, 2013, at approximately 12:26 hours, numerous officers responded to a robbery in progress. A caller reported a victim had been shot and witnesses reported a man with a gun in the area of Chestnut & Pierce Streets. Officers from Northern Station pursued the suspect to the area of Mallorca and Capra Streets. When the suspect drew a weapon from his waistband, four officers fired at him. The suspect suffered multiple gunshot wounds and was arrested",San Francisco,
12/30/2013,1,N,N,B,M,29,Traffic stop; firearm; car chase,1,5,,M;M;U;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/320-19th%20%26%20Travel%20St..pdf,San Francisco,No hits
1/12/2014,1,N,N,U,U,U,Assaulting officer; car accident,1,1,,F,San Francisco Police Department,"At approximately 00:11 hours on the morning of Sunday, January 12, 2014, an off-duty sergeant was involved in a traffic collision near the Caesar Chavez Street exit from 280. The drivers of the vehicles stopped at a gas station at Bayshore Blvd. and Jerrold Avenue. The driver of the second vehicle became agitated and physically assaulted the sergeant, striking her. The sergeant fired once. The suspect was grazed and retreated. He was arrested at the scene. I",San Francisco,off-duty
2/2/2014,1,N,N,U,M,U,Stolen car,3,2,,M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/Document/OIS.%202.04.14_0.pdf,San Francisco,
3/8/2014,1,N,N,U,M,U,Vandalism,NA,2,,U,San Francisco Police Department,"On Saturday, March 8, 2014, at approximately 14:44 hours, two uniformed officers assigned to the Mission Station housing unit responded to the 1300 block of Florida Street regarding a report of vandalism to a vehicle. When officers approached the vehicle, the driver backed up, then steered his vehicle toward one of the officers. The partner officer fired at the suspect, 16 who was not struck. An officer at the scene was hit by gunfire. The suspect fled the scene and was later apprehended in another county",San Francisco,vehicle as weapon
3/21/2014,1,F,N,L,M,28,threatening behavior; mental illness,59,4,W;W;W;U,M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/305-Bernal%20Hill%20Park.pdf,San Francisco,mental illness; taser
9/25/2014,1,F,Y,U,M,U,Car accident; carjacking,6,6,,U,San Francisco Police Department,"On Thursday, September 25, 2014, at approximately 06:00 hours, officers responded to a report of a roll-over car collision at Battery and California Streets. The description of one involved car matched an armed carj acking vehicle that had been pursued by CHP officers from Richmond to San Francisco. As unknowing citizens approached this vehicle to render assistance, the occupant fired at them, narrowly missing a Good Samaritan. Officers attempted to coax the armed suspect's surrender. When the suspect emerged from his car and pointed a firearm at officers on scene, six uniformed officers fired at the suspect, fatally striking him",San Francisco,
10/7/2014,1,F,Y,U,U,U,Burglary,NA,1,,M,San Francisco Police Department,"On Tuesday, October 7, 2014, at approximately 20:58 hours, officers assigned to Southern Station observed an auto burglary in progress. The suspects returned to their vehicle as officers began to close in. As one of the officers, wearing a plainclothes cover, moved toward the suspects' vehicle, the driver pointed a firearm at him. The officer fired at the driver, who expired from the resulting wounds.",San Francisco,plain clothes
11/6/2014,4,N;N;N;N,Y;U;U;U,U;U;U;U,M;M;U;U,U,Drugs,NA,4,,U,San Francisco Police Department,"On Thursday, November 6, 2014, at approximately 19:51 hours, four plainclothes officers assigned to Bayview Station observed an apparent narcotics transaction in the area of public housing 900 Connecticut Street. As two of the officers began to approach the four involved subjects, two men attempted to leave the scene. An officer pursued one of the fleeing suspects. The suspect produced a firearm from his hip area and pointed it at the officer. The officer fired at the suspect, wounding him. The suspect was taken into custody",San Francisco,plain clothes
12/3/2014,1,N,N,U,U,U,Robbery; assault on officer; robbery of officer,NA,1,,M,San Francisco Police Department,"On Wednesday, December 3, 2014, at approximately 06:55 hours, an offduty police officer, assigned to the Training Division, was leaving for work. As he exited his apartment, he was confronted by a suspect who attempted to rob him. A physical struggle ensued, during which time the suspect was struck once by a round discharged from the officer's weapon. The wounded suspect was taken into custody.",San Francisco,
1/4/2015,1,N,N,U,U,U,Alarm activation,1,1,,U,San Francisco Police Department,"On Wednesday, December 3, 2014, at approximately 06:55 hours, an offduty police officer, assigned to the Training Division, was leaving for work. As he exited his apartment, he was confronted by a suspect who attempted to rob him. A physical struggle ensued, during which time the suspect was struck once by a round discharged from the officer's weapon. The wounded suspect was taken into custody.",San Francisco,No hits
1/4/2015,1,F,U,U,M,U,Restricted area; trespassing at police station,1,3,,U,San Francisco Police Department,"On Sunday, January 4, 2015, at approximately 17:21 hours, three uniformed sergeants assigned to Mission Station were confronted by a man in a restricted area of the station parking lot. The officers directed him to leave, but he refused. The officers attempted to use physical controls and pepper spray, to no avail. The suspect drew a weapon from his waistband, and two of the sergeants fired at the suspect, mortally injuring him.",San Francisco,
2/26/2015,1,F,N,L,M,U,Violent altercation,5-Apr,2,,M;M,San Francisco Police Department,"On the evening of February 26, 2015, Amilcar Perez-Lopez (Perez-Lopez) and a second man (Abraham P.) were involved in an altercation which resulted in a knife chase down the 2800 block of Folsom Street. Different accounts have surfaced regarding what led to the knife chase. Abraham P. told investigators that Perez-Lopez wanted to buy his bike and chased him with a knife when he refused to sell it to him. Press accounts reported that Perez-Lopez chased Abraham P. with a knife because Abraham P. had taken his cell phone. (The cell phone was later located by police in Perez-Lopez’s pocket.) A roommate of Perez-Lopez told investigators that Abraham P. had been arguing with Perez-Lopez about whether Perez-Lopez lived at 2843 Folsom Street and had blocked Perez-Lopez from entering the house, when Perez-Lopez walked away but then returned, ran into the house to get a knife, and then ran out of the house and chased Abraham P. down Folsom Street, yelling “Aren’t you macho!” This last account is supported by a MUNI bus video which appears to show Perez-Lopez and Abraham P. standing and facing each other inside the gated area of 2843 Folsom Street, with Abraham P. possibly blocking the entrance to the home. As described in detail in the witness statements below, the knife chase was observed by a neighbor who was out for a jog and by a woman who was waiting for a bus. At 9:44 p.m., the neighbor called 911, described what he had seen, and said he was located at 24th and Folsom Streets, near the bus stop. He described both men as Latin males, five feet, five inches tall, in their thirties, and he gave the address of the house on Folsom Street he believed they may have come out of. The witness described the knife the man was carrying as approximately 12-inches long and shiny, and said both men were running very fast. Based on the 911 call, at 9:45 p.m. SFPD dispatch broadcasted a report of a person with a knife at 24th and Folsom Streets. A marked police unit and a backup unit immediately began a Code 3 response (lights and sirens activated) to the scene. Dispatch further advised officers that the reporting person said that a man was chasing another man with a knife, now running towards 25th Street; that both men were around 5 foot 5 inches tall wearing beanies; and that the men were yelling in Spanish and may have come out of a house on Folsom Street. Additional police units began responding to the scene in Code 3. STATEMENTS OF OFFICERS INVOLVED IN THE SHOOTING Officers Eric Reboli (Star # 1651) and Craig Tiffe (Star # 1312) were in plainclothes and travelling in an unmarked police car near 24th and Harrison Streets when they heard the first broadcast. Officer Reboli was driving and Officer Tiffe was in the front passenger seat. At 9:46 p.m. Officer Tiffe used the computer in their car to electronically place them on the call as a backup responder. Because they were so close to the location, they did not make a Code 3 response. According to Officer Reboli, as they reached the intersection of 25th and Folsom Streets, he saw movement mid-block on the east side of Folsom Street which looked like people running around in the street. He turned the car and proceeded northbound on Folsom Street. Approximately mid-block he saw a male (Abraham P.) standing in the lane of traffic while 2 leaning against a parked car (a blue Nissan), and a second male (Perez-Lopez) standing on the sidewalk, on the opposite side of the parked car. He alerted Officer Tiffe to the presence of the two men, and then parked one to two car lengths behind the blue Nissan. He got out of the driver’s side of the unmarked police car and went to make contact with Abraham P., who was still standing in the lane of traffic. Officer Reboli was wearing his police star clipped to his belt directly in front of his holstered firearm. He announced himself as a police officer and then immediately grabbed Abraham P. by both arms and pinned his arms together in case he was the man with the knife, referenced in the broadcast. Officer Reboli observed that Abraham P. was breathing hard, seemed “almost exhausted,” and was saying something he did not understand. Officer Reboli told Abraham P. they were going to get out of the street and figure out what was going on, and then walked him towards the sidewalk, between the blue Nissan and a silver Toyota parked in front of it. As he was walking Abraham P. in between the two parked cars towards the sidewalk to get him out of the lane of traffic, he glanced over the car at the sidewalk and saw Officer Tiffe speaking to Perez-Lopez, who had his back to Officer Reboli. A few seconds later, Officer Reboli glanced over again and saw Officer Tiffe trying to take Perez-Lopez down to the ground and Perez-Lopez “violently resisting.” Officer Reboli immediately let go of Abraham P. and ran to assist his partner. Once he was five or six feet away from Officer Tiffe and Perez-Lopez, he saw Officer Tiffe lunge backwards and put his hands up with his palms facing outward, “saw a flash of a very large silver knife,” and thought Officer Tiffe may have been stabbed. After he saw Officer Tiffe lunge backwards and saw the flash of the knife, Officer Reboli saw Perez-Lopez turn, face him and start to run in his direction. Officer Reboli stopped, took one or two large steps backwards and reached for his pepper spray and firearm at the same time. He drew his firearm but was unable to get the pepper spray out of his pocket.1 He then shouted either “Police, drop the knife” or “Drop the knife,” at which point Perez-Lopez momentarily stopped, looked at him and then back at Officer Tiffe, and then continued to advance towards Officer Reboli while holding the knife and making slashing motions. Officer Reboli could not recall in which hand Perez-Lopez held the knife, but thought the knife was held with the blade facing out and upward. Officer Reboli said Perez-Lopez was still on the sidewalk, but near the curb, approximately five to six feet away from him. As Perez-Lopez came towards him, he feared he was about to be stabbed. He also feared for the life of his partner, who he thought may have been stabbed, and for the life of Abraham P., who he believed was still in very close proximity. Officer Reboli said he discharged his firearm at Perez-Lopez to stop the threat to his life and to the lives of his partner and Abraham P. Officer Reboli explained that, once he started to discharge his firearm, Perez-Lopez began turning toward the street, then took a step or two before collapsing, face-down between the two parked cars. Officer Reboli saw the knife fall from Perez-Lopez’ grip and watched as it came to rest in the street, above Perez-Lopez’ left shoulder but within his reach. 1 Photos taken of Officer Reboli right after the shooting show what appears to be the top of a pepper spray canister in his right rear pocket, the same side on which his firearm was carried. 3 According to Officer Tiffe, as he and Officer Reboli drove down Folsom Street in response to the 911 dispatch, he initially only saw Abraham P. standing near the driver’s side door the blue Nissan, close to the side-view mirror. As he exited the passenger side of the police car, he saw Perez-Lopez near the side-view mirror on the passenger side of the blue Nissan. At that point, both males were facing each other from opposite sides of the car. Officer Tiffe had his police star displayed on his chest, hanging from a silver chain on the outside of his jacket. He approached Perez-Lopez on the sidewalk from the rear passenger side of the blue Nissan, as Perez-Lopez stood leaning on the car with his body facing towards the street, leaving only his left side visible to Officer Tiffe. As Officer Tiffe reached the rear bumper of the blue Nissan, Perez-Lopez looked over his left shoulder and made eye contact with him. Officer Tiffe said he thought Perez-Lopez appeared to be in some type of altered state and described the look on his face as “bloodlust crazed.” He announced himself as a police officer as he walked towards Perez-Lopez and asked him to step away from the car. He continued walking towards Perez-Lopez, who did not move away from the car as commanded and did not acknowledge him. Officer Tiffe then pointed to the star on his chest, in case Perez-Lopez did not speak English, but he could not tell if Perez-Lopez looked at it or understood he was a police officer since he said nothing and simply appeared to “look through” him. Officer Tiffe believed that Perez-Lopez was either “on something” or too engaged in what he was doing to respond to verbal commands, so he decided to make physical contact with him. As Officer Tiffe got close to Perez-Lopez, he saw Perez-Lopez’s left hand go up, so he grabbed Perez-Lopez’s left arm and his right, back shoulder area, and pulled him away from the car. He then saw Perez-Lopez holding something in his right hand, which was down by his side. Officer Tiffe ordered Perez-Lopez to “Get on the ground!” and spun him around to try to forcibly take him down to the ground. As Officer Tiffe did this, Perez-Lopez suddenly lunged up at him with his right hand. Officer Tiffe disengaged from Perez-Lopez by pushing him about three feet away, and then he saw Perez-Lopez swipe at his chest with the object in his right hand. Once the swipe was completed, Officer Tiffe could see that the object in Perez-Lopez’ right hand was “a very large knife,” which Perez-Lopez was now waving around in the air with the blade pointing up. Officer Tiffe said he knew by this point that Officer Reboli had come to his aid and was on the sidewalk to his right, behind Perez-Lopez. As soon as he saw the knife in Perez-Lopez’s hand, Officer Tiffe drew his firearm and yelled either “Put down the knife” or “Put down the knife or I’ll shoot.” Officer Tiffe said he believed at that moment that Perez-Lopez was going to kill him if given the opportunity, and kill anybody in his way. As Officer Tiffe was shouting commands for Perez-Lopez to drop the knife and focusing on the knife “flailing in the air,” he heard Officer Reboli also yelling something, saw Perez-Lopez take a step in Officer Reboli’s direction with the knife raised, and heard shots. Officer Tiffe recalled that, as the shots were being fired, Perez-Lopez was “kind of moving in different directions,” was at some point “facing, at some point he was turning away,” and appeared to fixate on 4 something in the street, south of where he was standing. He then saw Perez-Lopez take a step between the two parked cars, and raise the knife, either in an outstretched or overhead manner. He didn’t know exactly where Abraham P. was at that point but believed he was very close and thought that Perez-Lopez was going after him, so he fired his weapon one time and saw Perez-Lopez fall to the ground. Officer Tiffe recalled that he next saw Abraham P. “cowering down” on the driver’s side of the blue Nissan, near the driver’s side rear tire, being talked to by Officer Cabillo, who had arrived at the scene moments after the shooting.",San Francisco,knife
3/17/2015,1,F,N,U,F,U,Stolen car,1,3,,U,San Francisco Police Department,"On Monday, March 17, 2015 at approximately 19:07 hours, three plainclothes officers were conducting a stolen vehicle investigation on the 1500 block of Van Ness Avenue at Pine Street. The driver of the stolen vehicle noticed the officers' approach and began a reckless flight into congested pedestrian and vehicle traffic. Because of gridlock, the suspect repeatedly attempted to ram a path through parked and occupied vehicles, while driving on the wrong side of the road at times. She repeatedly placed scrambling bystanders at immediate risk of being run down. Two of the officers fired at the driver, fatally striking her.",San Francisco,plain clothes
7/26/2015,1,N,N,U,U,U,Hit and run,2,1,,U,San Francisco Police Department,"At approximately 07:00 hours on the morning of Sunday, July 26, 2015 uniformed officers assigned to the Airport Bureau responded to a report of a hit-and-run incident involving a vehicle and a traffic light. Responding units attempted to detain the driver, who fled on foot. The suspect attempted to carjack several vehicles, then charged one of the officers, who retreated before firing twice at the on-coming suspect, who was struck once and taken into custody",San Francisco,
10/15/2015,1,F,N,U,M;U,U,Violence; public safety threat,2,2,,U,San Francisco Police Department,"At approximately noon on Thursday, October 15, 2015, two sergeants were flagged down in the area of 8th and Market Streets regarding a man throwing bottles. The sergeants contacted the subject, who physically assaulted the nearest sergeant, bringing him to the ground violently. The sergeant was in injured in the take down and pinned by the suspect. The suspect drew the sergeant's firearm, and pointed the weapon in the face of the sergeant, as the injured sergeant struggled for control of his firearm. The second sergeant fired at the suspect two times, fatally striking him",San Francisco,took officer's gun
10/24/2015,1,N,N,U,M,U,Stolen police car,2,2,,U,San Francisco Police Department,"On Saturday, October 24, 2015, at approximately 08:00 hours, multiple officers attempted to locate a police vehicle that had been stolen a short while earlier. The suspect was violently smashing and ramming civilian vehicles during a citywide rampage, before he became isolated on Treasure Island. Two officers began to prepare a roadblock at the main gate when the suspect began to head their direction. When suspect accelerated in the direction of the officers, heading toward a MUNI bus stop and civilians in the area. The officers fired two times each at the driver, striking the vehicle. The driver was not hit and continued his violent flight. He was taken into custody after wrecking on the southern on-ramp for the Bay Bridge",San Francisco,No hits
11/11/2015,1,F,Y,U,M,U,Weapons posession; firearm,3,3,,U,San Francisco Police Department,"On Wednesday, November 11, 2015, at approximately 16:15 hours, numerous officers responded to a construction site on the 3000 block of Cesar Chavez Street. Workers reported a man with two guns had made his way to the sixth floor of the site and pointed his weapons at them. When the suspect pointed a long gun in the direction of arriving officers, three officers fired at the suspect, fatally striking him.",San Francisco,long gun
12/2/2015,1,F,N,U,U,U,Stabbing suspect,5,5,,U,San Francisco Police Department,"On Wednesday, December 2, 2015, at approximately 16:34 hours, the suspect in an earlier stabbing assault was reported in the area of Keith and Fitzgerald Streets. Officers established a perimeter in an effort to contain the suspect, who was holding a knife. When the suspect refused the officers orders to drop his weapon, a succession of less lethal force options were deployed, without success. The armed suspect attempted to leave and headed toward one of the officers, who retreated. As the suspect closed the distance, five officers fired at the suspect, mortally wounding him. O",San Francisco,knife
4/7/2016,1,F,N,U,M,U,Weapons posession,1,2,,U,San Francisco Police Department,"On Thursday, April 7, 2016, at approximately 09:57 hours, officers responded to a call by Homeless Outreach Team members regarding a man with a knife on the 400 block of Shotwell Street. Three officers arrived and encountered a male subject armed with a large knife. Officers ordered the man to get on the ground and drop his knife, to no avail. A bean bag shotgun was deployed by one of the officers, but it failed to gain the suspect's compliance. The suspect began to advance on officers. Two of the officers fired at the suspect, who was mortally injured",San Francisco,knife
5/19/2016,1,F,N,U,U,U,Stolen car,1,2,,U,San Francisco Police Department,"On Thursday, May 19, 2016, at approximately 09:50 hours, two uniformed officers conducting Vehicle Theft Abatement operations encountered a stolen, occupied vehicle on the 100 block of Elmira Street. The driver attempted to flee the scene but crashed into a parked truck. When the WE officers approached the driver on foot, the suspect again attempted to drive away, almost striking one of the officers, before heading toward the other officer. The second officer fired one time and fatally struck the operator of the stolen vehicle",San Francisco,vehicle as weapon
10/14/2016,1,F,Y,U,U,U,Officer shot,2,2,,U,San Francisco Police Department,"On Friday, October 14, 2016, at approximately 20:06 hours, two uniformed officers assigned to Ingleside Station were among the officers responding Citywide regarding an officer shot in the Sunset District. The suspect was contained within a perimeter in the area of Sigmund Stem Grove. The two officers were on an edge of this perimeter, near 28th Avenue and Vicente Street, when the suspect emerged from nearby cover and opened fire. The officers returned fire and mortally wounded the suspect.",San Francisco,
