Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
5/22/2014,1,F,N,L,M,U,NA,NA,2,W;W,M;M,Albuquerque Police Department,NA,Albuquerque,knife/cutting instrument
5/3/2014,1,F,Y,B,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
7/22/2014,1,F,Y,W,M,U,NA,NA,2,W;H,M;M,Albuquerque Police Department,NA,Albuquerque,
12/14/2014,1,N,N,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,accidental discharge
1/3/2015,1,N,Y,W,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
1/9/2015,1,N,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
1/13/2015,1,F,Y,W,M,U,NA,NA,2,W;H,M;M,Albuquerque Police Department,NA,Albuquerque,
5/25/2015,1,N,U,L,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,no hits
5/28/2015,1,N,U,L,M,U,NA,NA,10,W;W;H;W;H;H;W;B;U;H,F;M;M;M;M;M;M;M;M;M,Albuquerque Police Department,NA,Albuquerque,no hits
6/4/2015,1,N,N,L,M,U,NA,NA,1,H,M,Albuquerque Police Department,NA,Albuquerque,motorized vehicle; no hits
7/31/2015,1,F,Y,L,M,U,NA,NA,2,W;H,M;M,Albuquerque Police Department,NA,Albuquerque,
9/30/2015,1,N,Y,L,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
12/22/2015,1,N,Y,L,M,U,NA,NA,2,W;W,F;M,Albuquerque Police Department,NA,Albuquerque,
1/11/2016,1,N,Y,L,M,U,NA,NA,1,H,M,Albuquerque Police Department,NA,Albuquerque,
2/2/2016,1,F,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
5/24/2016,1,F,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
5/28/2016,1,F,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,
6/15/2016,1,F,Y,U,M,U,NA,NA,3,W;H;W,M;M;M,Albuquerque Police Department,NA,Albuquerque,
10/22/2016,1,N,Y,U,M,U,NA,NA,1,H,M,Albuquerque Police Department,NA,Albuquerque,
